schedule_id,cnn,corridor,limits,weekday,scheduled_from_hour,scheduled_to_hour,citation_count,avg_citation_hour,min_citation_hour,max_citation_hour,avg_distance_meters,min_distance_meters,max_distance_meters
2007353,4090000,Clay St,Waverly Pl  -  Spofford Ln,Tuesday,2,6,36,10.0,10,10,37.75359560888607,9.204739027741358,155.98457260407318
2007354,4090000,Clay St,Waverly Pl  -  Spofford Ln,Monday,2,6,56,10.0,10,10,44.595132158647914,10.275999526939543,110.08251742921617
2007355,4110000,Clay St,Webster St  -  Unnamed #111,Tuesday,6,8,40,10.0,10,10,40.92603085559538,5.871305284669373,156.12282818403744
2007356,4110000,Clay St,Webster St  -  Unnamed #111,Monday,6,8,65,10.0,10,10,30.340788568459097,7.253049837468482,53.26862845720786
2007357,4138000,Clayton St,17th St  -  Twin Peaks Blvd,Friday,9,11,9,10.0,10,10,41.00053050842374,8.8380912360902,52.63867470595609
2007358,4138000,Clayton St,17th St  -  Twin Peaks Blvd,Wednesday,8,10,20,10.0,10,10,24.705576813122423,7.309418589808709,71.47799659012547
2007359,4137000,Clayton St,Ashbury St  -  17th St,Tuesday,8,10,33,10.0,10,10,60.53428212544559,8.439249869654889,131.23074643144557
2007360,4137000,Clayton St,Ashbury St  -  17th St,Tuesday,8,10,33,10.0,10,10,60.53428212544559,8.439249869654889,131.23074643144557
2007361,4135000,Clayton St,Carl St  -  Parnassus Ave,Wednesday,9,11,25,10.0,10,10,42.21322032885343,9.046305751208672,93.47222116078798
2007362,4135000,Clayton St,Carl St  -  Parnassus Ave,Tuesday,8,10,86,10.0,10,10,41.59466182593231,8.736932226506514,99.23958109668712
2007363,4142000,Clayton St,Corbett Ave  -  Iron Aly,Friday,9,11,27,10.0,10,10,99.87633941557917,9.107228106305438,172.45637922928572
2007364,4142000,Clayton St,Corbett Ave  -  Iron Aly,Wednesday,8,10,37,10.0,10,10,106.03967176625412,21.775878326060365,182.01903271912852
2007365,4140000,Clayton St,Deming St  -  Pemberton Pl,Friday,9,11,24,10.0,10,10,19.026220902260075,6.375587557092336,62.09746759713671
2007366,4140000,Clayton St,Deming St  -  Pemberton Pl,Wednesday,8,10,41,10.0,10,10,47.40403376203147,6.42619829134851,144.55603402368453
2007367,4134000,Clayton St,Frederick St  -  Carl St,Wednesday,9,11,21,10.0,10,10,32.886622722576675,9.046305751208672,52.70024174276978
2007368,4134000,Clayton St,Frederick St  -  Carl St,Tuesday,8,10,51,10.0,10,10,29.29952466691305,8.580243181479641,48.79331564439627
2007369,4127000,Clayton St,Fulton St  -  Grove St,Wednesday,9,11,57,10.0,10,10,28.586353879622642,8.812425208190925,57.46882639959183
2007370,4127000,Clayton St,Fulton St  -  Grove St,Friday,9,11,66,10.0,10,10,36.53649447614161,8.860034687998443,63.09541688422349
2007371,4128000,Clayton St,Grove St  -  Hayes St,Wednesday,9,11,109,10.0,10,10,32.591462077973794,8.812425208190925,98.3170921708597
2007372,4128000,Clayton St,Grove St  -  Hayes St,Friday,9,11,101,10.0,10,10,45.34953180912534,8.860034687998443,98.33935268008157
2007373,4132000,Clayton St,Haight St  -  Waller St,Friday,8,10,146,10.0,10,10,39.263110896512096,8.952526838499809,150.9980826771278
2007374,4132000,Clayton St,Haight St  -  Waller St,Wednesday,8,10,72,10.0,10,10,52.351122656600914,8.755098358866942,98.30342474861159
2007375,4129000,Clayton St,Hayes St  -  Fell St,Wednesday,9,11,81,10.0,10,10,41.928970207505216,9.017904106975152,113.82554686593954
2007376,4129000,Clayton St,Hayes St  -  Fell St,Friday,9,11,65,10.0,10,10,53.63618799245874,9.01965864455464,130.6002660246037
2007377,4143000,Clayton St,Iron Aly  -  Market St,Friday,9,11,12,10.0,10,10,119.96919897421914,34.83692089385107,196.92668785073923
2007378,4143000,Clayton St,Iron Aly  -  Market St,Wednesday,8,10,13,10.0,10,10,123.57138802363626,68.46819662311832,191.58668288866173
2007379,4130000,Clayton St,Oak St  -  Page St,Friday,8,10,82,10.0,10,10,21.43785847673526,8.728863111061292,52.244882092808716
2007380,4130000,Clayton St,Oak St  -  Page St,Wednesday,8,10,52,10.0,10,10,22.038383759171413,8.594375093923373,40.898747967813996
2007381,4131000,Clayton St,Page St  -  Haight St,Friday,8,10,125,10.0,10,10,53.99587849189334,8.728863111061292,99.60479403262153
2007382,4131000,Clayton St,Page St  -  Haight St,Wednesday,8,10,83,10.0,10,10,42.808335281989834,8.755098358866942,99.61723692329464
2007383,4136000,Clayton St,Parnassus Ave  -  Ashbury St,Wednesday,9,11,26,10.0,10,10,105.40970524882148,16.333314119699498,163.62543687244045
2007384,4136000,Clayton St,Parnassus Ave  -  Ashbury St,Tuesday,8,10,92,10.0,10,10,57.84763060390651,6.141053410813444,161.70502679317022
2007385,4141000,Clayton St,Pemberton Pl  -  Corbett Ave,Friday,9,11,27,10.0,10,10,97.27322260816017,33.02613140373813,156.29426217811815
2007386,4141000,Clayton St,Pemberton Pl  -  Corbett Ave,Wednesday,8,10,37,10.0,10,10,92.30133372239784,6.1870085834408926,166.1439757259089
2007387,4139000,Clayton St,Twin Peaks Blvd  -  Deming St,Friday,9,11,24,10.0,10,10,36.10471144246784,8.265688350850041,88.1994163680924
2007388,4139000,Clayton St,Twin Peaks Blvd  -  Deming St,Wednesday,8,10,41,10.0,10,10,36.48465261141358,8.418712131421087,99.75018911659836
2007389,4133000,Clayton St,Waller St  -  Frederick St,Friday,8,10,194,10.0,10,10,56.25942714008828,9.002853643935401,152.71958117027086
2007390,4133000,Clayton St,Waller St  -  Frederick St,Wednesday,8,10,42,10.0,10,10,83.07487631231365,48.23683507408367,152.71741121134173
2007391,4147000,Clearfield Dr,Eucalyptus Dr  -  Gellert Dr,Tuesday,11,13,11,10.0,10,10,74.28983059269991,4.497353930172,138.895159904175
2007392,4147000,Clearfield Dr,Eucalyptus Dr  -  Gellert Dr,Thursday,8,10,11,10.0,10,10,90.3843481427617,7.831105975844308,185.44359552306588
2007393,4145000,Clearfield Dr,Morningside Dr  -  Ocean Ave,Tuesday,8,10,13,10.0,10,10,11.004816435249982,8.874511762296217,14.312327546713615
2007394,4145000,Clearfield Dr,Morningside Dr  -  Ocean Ave,Thursday,8,10,6,10.0,10,10,59.96804887849702,33.27051717940948,81.80004793250698
2007395,4146000,Clearfield Dr,Ocean Ave  -  Eucalyptus Dr,Tuesday,11,13,9,10.0,10,10,31.340767839391884,9.022316786270055,51.01370065118341
2007396,4146000,Clearfield Dr,Ocean Ave  -  Eucalyptus Dr,Thursday,8,10,11,10.0,10,10,44.6749490447317,18.63181605561051,115.53068166784394
2007397,4144000,Clearfield Dr,Sloat Blvd  -  Morningside Dr,Thursday,8,10,6,10.0,10,10,88.15439187206886,33.27051717940948,134.37779924372464
2007398,4149000,Cleary Ct,Geary Blvd  -  Laguna St,Friday,12,14,444,10.0,10,10,15.581050290800528,6.308154285942234,31.16078790466174
2007399,4149000,Cleary Ct,Geary Blvd  -  Laguna St,Tuesday,9,11,112,10.0,10,10,17.525523961388824,8.685187127608339,58.140807608438024
2007400,4149000,Cleary Ct,Geary Blvd  -  Laguna St,Wednesday,12,14,146,10.0,10,10,11.91343529455405,8.685187127608339,22.772416571866426
2007401,4151000,Clement St,02nd Ave  -  03rd Ave,Thursday,7,8,121,10.0,10,10,49.13778916873746,8.94436511127569,103.01312126397197
2007402,4151000,Clement St,02nd Ave  -  03rd Ave,Saturday,7,8,82,10.0,10,10,44.57147127739234,9.201451498642802,103.61578527874497
2007403,4152000,Clement St,03rd Ave  -  04th Ave,Thursday,7,8,121,10.0,10,10,103.21504290106134,10.424722317111753,186.75954321033606
2007404,4152000,Clement St,03rd Ave  -  04th Ave,Saturday,7,8,82,10.0,10,10,83.76497813289701,9.167723588121179,186.71501966166016
2007405,4153000,Clement St,04th Ave  -  05th Ave,Sunday,7,8,149,10.0,10,10,75.95555001708455,9.399893690204904,182.6430274521681
2007406,4153000,Clement St,04th Ave  -  05th Ave,Saturday,7,8,90,10.0,10,10,74.28335837002895,8.625219930960025,182.56926569503818
2007407,4154000,Clement St,05th Ave  -  06th Ave,Tuesday,7,8,148,10.0,10,10,62.035010415667855,9.399893690204904,181.11263796924706
2007408,4154000,Clement St,05th Ave  -  06th Ave,Friday,7,8,103,10.0,10,10,78.50980314719109,8.625219930960025,176.3571675813105
2007409,4155000,Clement St,06th Ave  -  07th Ave,Thursday,7,8,187,10.0,10,10,82.37450907635987,8.659232448380662,179.38411835330035
2007410,4155000,Clement St,06th Ave  -  07th Ave,Friday,7,8,121,10.0,10,10,67.62443890450102,8.918153059703318,175.93357330598892
2007411,4156000,Clement St,07th Ave  -  08th Ave,Thursday,7,8,146,10.0,10,10,65.01603373114554,8.659232448380662,172.56359343295074
2007412,4156000,Clement St,07th Ave  -  08th Ave,Friday,7,8,106,10.0,10,10,73.98743731816947,10.59384902399256,163.5619806349818
2007413,4157000,Clement St,08th Ave  -  09th Ave,Thursday,7,8,167,10.0,10,10,59.5883967218703,8.879886899470923,165.56277787335787
2007414,4157000,Clement St,08th Ave  -  09th Ave,Wednesday,7,8,112,10.0,10,10,78.9100790357778,10.565391056490967,167.21960843466957
2007415,4158000,Clement St,09th Ave  -  10th Ave,Thursday,7,8,140,10.0,10,10,39.95134108233126,8.840738496042263,157.14828770669178
2007416,4158000,Clement St,09th Ave  -  10th Ave,Wednesday,7,8,89,10.0,10,10,41.935930879974514,10.565391056490967,160.50196610347396
2007417,4159000,Clement St,10th Ave  -  11th Ave,Sunday,7,8,130,10.0,10,10,58.85617023200541,8.830833050833032,156.01040203107704
2007418,4159000,Clement St,10th Ave  -  11th Ave,Wednesday,7,8,147,10.0,10,10,44.11247941926667,9.216028929230488,151.1119994226501
2007419,4160000,Clement St,11th Ave  -  12th Ave,Sunday,7,8,74,10.0,10,10,47.470944133512674,8.830833050833032,88.07214956242771
2007420,4160000,Clement St,11th Ave  -  12th Ave,Monday,7,8,140,10.0,10,10,38.31877192396822,8.843339472808815,149.14419380786106
2007421,4161000,Clement St,12th Ave  -  Funston Ave,Thursday,7,8,52,10.0,10,10,60.20432067302697,8.844845708022335,141.43892375339
2007422,4161000,Clement St,12th Ave  -  Funston Ave,Saturday,7,8,122,10.0,10,10,57.31237446181015,8.843339472808815,139.85752022661242
2007423,4164000,Clement St,14th Ave  -  15th Ave,Friday,8,10,48,10.0,10,10,38.819717274117664,9.105568608827515,88.21919173625966
2007424,4164000,Clement St,14th Ave  -  15th Ave,Monday,12,14,101,10.0,10,10,31.299796288654868,9.031924369532586,54.44140889689955
2007425,4165000,Clement St,15th Ave  -  16th Ave,Friday,8,10,65,10.0,10,10,36.60150341022892,9.105568608827515,66.67196444656832
2007426,4165000,Clement St,15th Ave  -  16th Ave,Monday,12,14,175,10.0,10,10,41.35039811889836,8.790586763279148,133.45204146424336
2007427,4166000,Clement St,16th Ave  -  17th Ave,Friday,8,10,56,10.0,10,10,44.070916071019575,8.771309779235235,93.10838505323541
2007428,4166000,Clement St,16th Ave  -  17th Ave,Monday,12,14,144,10.0,10,10,35.039723587357805,8.790586763279148,126.99673577670667
2007429,4167000,Clement St,17th Ave  -  18th Ave,Friday,8,10,33,10.0,10,10,55.19971356149042,8.771309779235235,104.61309970778635
2007430,4167000,Clement St,17th Ave  -  18th Ave,Monday,12,14,117,10.0,10,10,56.74198159729513,9.208307455539956,88.34899508882295
2007431,4168000,Clement St,18th Ave  -  19th Ave,Thursday,7,8,95,10.0,10,10,28.603704240975976,8.661412772024336,80.04770135008367
2007432,4168000,Clement St,18th Ave  -  19th Ave,Wednesday,7,9,131,10.0,10,10,43.70139655124686,9.189724569012036,88.06324044650576
2007433,4169000,Clement St,19th Ave  -  20th Ave,Thursday,7,8,138,10.0,10,10,41.05440974713444,8.91916274325221,88.31350167451654
2007434,4169000,Clement St,19th Ave  -  20th Ave,Wednesday,7,9,154,10.0,10,10,39.40172661543284,9.189724569012036,88.3340713767586
2007435,4170000,Clement St,20th Ave  -  21st Ave,Thursday,7,8,124,10.0,10,10,41.4689099769241,9.158590902443523,88.46106672237983
2007436,4170000,Clement St,20th Ave  -  21st Ave,Wednesday,7,9,159,10.0,10,10,37.77468592024074,8.974734171256943,88.41029744048322
2007437,4171000,Clement St,21st Ave  -  22nd Ave,Tuesday,7,8,105,10.0,10,10,43.73410019813028,9.144535787012465,85.3676418737507
2007438,4171000,Clement St,21st Ave  -  22nd Ave,Wednesday,7,9,170,10.0,10,10,40.71866628128853,8.916522655360453,101.2413136990253
2007439,4172000,Clement St,22nd Ave  -  23rd Ave,Tuesday,7,8,105,10.0,10,10,95.33427416357519,6.390637922828157,179.66799805823325
2007440,4172000,Clement St,22nd Ave  -  23rd Ave,Wednesday,7,9,170,10.0,10,10,76.57597043260876,6.8490304732061205,182.9888550184153
2007441,4173000,Clement St,23rd Ave  -  24th Ave,Tuesday,7,8,105,10.0,10,10,87.15288431500845,11.489345365500444,182.96635960897413
2007442,4173000,Clement St,23rd Ave  -  24th Ave,Wednesday,7,9,179,10.0,10,10,80.3305484754691,8.804163944398411,182.81444649861507
2007443,4174000,Clement St,24th Ave  -  25th Ave,Tuesday,7,8,122,10.0,10,10,64.43569350544907,9.326488283069052,181.2988750167135
2007444,4174000,Clement St,24th Ave  -  25th Ave,Wednesday,7,9,209,10.0,10,10,80.46606550680355,8.97576563323361,182.30218807393248
2007445,4175000,Clement St,25th Ave  -  26th Ave,Tuesday,7,8,143,10.0,10,10,80.13314077180095,8.806347981703937,179.31777433249246
2007446,4175000,Clement St,25th Ave  -  26th Ave,Wednesday,7,9,191,10.0,10,10,82.32296326128206,9.224644863453527,181.02211578444562
2007447,4176000,Clement St,26th Ave  -  27th Ave,Thursday,7,8,157,10.0,10,10,75.7207872435296,8.806347981703937,176.07295041629683
2007448,4176000,Clement St,26th Ave  -  27th Ave,Wednesday,7,9,171,10.0,10,10,91.96954492764165,9.224644863453527,176.01370777107837
2007449,4177000,Clement St,27th Ave  -  28th Ave,Thursday,12,14,66,10.0,10,10,63.674323145188836,9.140770857488018,167.96933196890595
2007450,4177000,Clement St,27th Ave  -  28th Ave,Tuesday,10,12,63,10.0,10,10,54.77518223758296,8.955078934259623,167.96933196890595
2007451,4178000,Clement St,28th Ave  -  29th Ave,Thursday,12,14,70,10.0,10,10,67.31834276632638,9.195407669707484,160.76070153561548
2007452,4178000,Clement St,28th Ave  -  29th Ave,Tuesday,10,12,75,10.0,10,10,56.89680226365325,8.967292699666128,160.76070153561548
2007453,4179000,Clement St,29th Ave  -  30th Ave,Thursday,12,14,57,10.0,10,10,51.4095337202443,8.633021940027477,155.74426029933952
2007454,4179000,Clement St,29th Ave  -  30th Ave,Tuesday,10,12,64,10.0,10,10,44.694607423349666,8.967292699666128,140.96241573517204
2007455,4180000,Clement St,30th Ave  -  31st Ave,Thursday,12,14,68,10.0,10,10,53.14805800896179,8.633021940027477,144.76486085037712
2007456,4180000,Clement St,30th Ave  -  31st Ave,Tuesday,10,12,74,10.0,10,10,55.617286923292355,10.40811711352183,151.4092266501784
2007457,4181000,Clement St,31st Ave  -  32nd Ave,Thursday,12,14,58,10.0,10,10,47.723890087294436,8.799768043188655,144.20457429718144
2007458,4181000,Clement St,31st Ave  -  32nd Ave,Tuesday,10,12,76,10.0,10,10,35.15995142341379,9.341387355505125,86.53013475846693
2007459,4182000,Clement St,32nd Ave  -  33rd Ave,Thursday,12,14,50,10.0,10,10,42.10840166393904,6.638617654033594,138.07267043737207
2007460,4182000,Clement St,32nd Ave  -  33rd Ave,Tuesday,10,12,175,10.0,10,10,26.66320090494992,6.638617654033594,141.34147340697916
2007461,4183000,Clement St,33rd Ave  -  34th Ave,Thursday,12,14,43,10.0,10,10,43.02925781714443,6.638617654033594,88.26933637777853
2007462,4183000,Clement St,33rd Ave  -  34th Ave,Tuesday,10,12,166,10.0,10,10,25.059298006251357,6.638617654033594,88.31172165571876
2007463,4184000,Clement St,34th Ave  -  35th Ave,Thursday,12,14,40,10.0,10,10,42.61406178575968,8.612476639868618,97.56834975620814
2007464,4184000,Clement St,34th Ave  -  35th Ave,Tuesday,10,12,151,10.0,10,10,72.32641076763781,8.910884566704999,105.86514032294937
2007465,4185000,Clement St,35th Ave  -  36th Ave,Thursday,12,14,37,10.0,10,10,44.79934036770336,10.18683144751965,126.94325013776678
2007466,4185000,Clement St,35th Ave  -  36th Ave,Tuesday,10,12,51,10.0,10,10,49.25149917485325,8.640102784059744,126.94325013776678
2007467,4186000,Clement St,36th Ave  -  38th Ave,Thursday,12,14,33,10.0,10,10,58.34415143514461,13.619406414205837,104.42347961589202
2007468,4186000,Clement St,36th Ave  -  38th Ave,Tuesday,10,12,41,10.0,10,10,55.73026140535625,8.640102784059744,102.69378422312478
2007469,4187000,Clement St,38th Ave  -  39th Ave,Thursday,12,14,27,10.0,10,10,46.188928285238575,8.998289763377585,93.75711100232765
2007470,4187000,Clement St,38th Ave  -  39th Ave,Tuesday,10,12,66,10.0,10,10,33.76602500466591,9.035944506772696,85.24199893010434
2007471,4188000,Clement St,39th Ave  -  40th Ave,Thursday,12,14,35,10.0,10,10,39.45538675678692,8.998289763377585,100.59812498355802
2007472,4188000,Clement St,39th Ave  -  40th Ave,Tuesday,10,12,55,10.0,10,10,27.222884069269288,9.035944506772696,48.43694734488728
2007473,4189000,Clement St,40th Ave  -  41st Ave,Thursday,12,14,35,10.0,10,10,72.4358442645828,8.689710846814249,179.4549530381178
2007474,4189000,Clement St,40th Ave  -  41st Ave,Tuesday,10,12,55,10.0,10,10,90.80695532254838,11.798409698549348,142.97029829528552
2007475,4190000,Clement St,41st Ave  -  42nd Ave,Thursday,12,14,54,10.0,10,10,50.807645248527116,8.689710846814249,177.86424916358914
2007476,4190000,Clement St,41st Ave  -  42nd Ave,Tuesday,10,12,48,10.0,10,10,111.44741840719433,8.950430647324179,182.84081493779772
2007477,4191000,Clement St,42nd Ave  -  43rd Ave,Thursday,12,14,83,10.0,10,10,63.13051920834037,8.594221892193373,166.1368335479721
2007478,4191000,Clement St,42nd Ave  -  43rd Ave,Tuesday,10,12,70,10.0,10,10,29.694716270656663,8.720183783435923,142.16325017333025
2007479,4192000,Clement St,43rd Ave  -  44th Ave,Thursday,12,14,94,10.0,10,10,68.67308783476973,8.594221892193373,171.3183233089312
2007480,4192000,Clement St,43rd Ave  -  44th Ave,Tuesday,10,12,116,10.0,10,10,38.71445004504208,8.720183783435923,88.66113373807615
2007481,4193000,Clement St,44th Ave  -  45th Ave,Thursday,12,14,67,10.0,10,10,80.62242908470559,9.124006055310257,174.12030859364845
2007482,4193000,Clement St,44th Ave  -  45th Ave,Tuesday,10,12,156,10.0,10,10,64.3494618057486,10.268943217409383,176.0026142203266
2007483,4150000,Clement St,Arguello Blvd  -  02nd Ave,Thursday,7,8,99,10.0,10,10,24.51142948352264,8.94436511127569,56.62144169831345
2007484,4150000,Clement St,Arguello Blvd  -  02nd Ave,Saturday,7,8,48,10.0,10,10,25.144725114439385,9.201451498642802,81.46128392640932
2007485,4162000,Clement St,Funston Ave  -  Park Presidio Blvd,Thursday,7,8,30,10.0,10,10,39.8972005865516,8.844845708022335,134.63467071862627
2007486,4162000,Clement St,Funston Ave  -  Park Presidio Blvd,Monday,7,8,111,10.0,10,10,70.57229209587058,9.136352257021471,104.90934170518372
2007487,4163000,Clement St,Park Presidio Blvd  -  14th Ave,Thursday,7,8,30,10.0,10,10,56.33116066207696,9.838846250592356,181.88487000800475
2007488,4163000,Clement St,Park Presidio Blvd  -  14th Ave,Monday,7,8,111,10.0,10,10,47.25543518286721,8.857577645612194,135.54324307382248
2007489,4194000,Clementina St,01st St  -  Ecker St,Thursday,0,2,96,10.0,10,10,15.151541417744362,9.020091184099002,44.479827592183355
2007490,4194000,Clementina St,01st St  -  Ecker St,Thursday,0,2,96,10.0,10,10,15.151541417744362,9.020091184099002,44.479827592183355
2007491,4198000,Clementina St,04th St  -  Gallagher Ln,Thursday,0,2,43,10.0,10,10,45.09245757251878,9.084086361786008,68.42614177451983
2007492,4198000,Clementina St,04th St  -  Gallagher Ln,Thursday,0,2,43,10.0,10,10,45.09245757251878,9.084086361786008,68.42614177451983
2007493,4200000,Clementina St,05th St  -  06th St,Thursday,0,6,237,10.0,10,10,104.46456456699046,8.992991906002617,197.37716723529942
2007494,4200000,Clementina St,05th St  -  06th St,Thursday,0,6,237,10.0,10,10,104.46456456699046,8.992991906002617,197.37716723529942
2007495,4203000,Clementina St,08th St  -  09th St,Tuesday,0,6,53,10.0,10,10,43.392553904995935,9.359720568205464,91.47811759467444
2007496,4203000,Clementina St,08th St  -  09th St,Tuesday,0,6,53,10.0,10,10,43.392553904995935,9.359720568205464,91.47811759467444
2007497,4195000,Clementina St,Ecker St  -  Oscar Aly,Thursday,0,2,97,10.0,10,10,15.861141423411679,9.020091184099002,65.42710297885624
2007498,4195000,Clementina St,Ecker St  -  Oscar Aly,Thursday,0,2,97,10.0,10,10,15.861141423411679,9.020091184099002,65.42710297885624
2007499,4199000,Clementina St,Gallagher Ln  -  05th St,Thursday,0,2,95,10.0,10,10,43.260190283061476,8.992991906002617,75.12255427446294
2007500,4199000,Clementina St,Gallagher Ln  -  05th St,Thursday,0,2,95,10.0,10,10,43.260190283061476,8.992991906002617,75.12255427446294
2007503,4196000,Clementina St,Oscar Aly  -  02nd St,Thursday,0,2,97,10.0,10,10,73.74538532283697,33.62215813697384,134.30545096588207
2007504,4196000,Clementina St,Oscar Aly  -  02nd St,Thursday,0,2,97,10.0,10,10,73.74538532283697,33.62215813697384,134.30545096588207
2007505,4202000,Clementina St,Sumner St  -  08th St,Friday,4,6,10,10.0,10,10,15.670559433023907,6.182696653504491,28.660449914418713
2007506,4205000,Cleveland St,Sherman St  -  07th St,Wednesday,0,2,35,10.0,10,10,22.22378879416547,8.997735678967878,50.8357594986669
2007507,4205000,Cleveland St,Sherman St  -  07th St,Wednesday,0,2,35,10.0,10,10,22.22378879416547,8.997735678967878,50.8357594986669
2007508,4210000,Clinton Park,Guerrero St  -  Dolores St,Thursday,8,10,34,10.0,10,10,48.706038590520095,6.666978009496205,124.47819417685822
2007509,4210000,Clinton Park,Guerrero St  -  Dolores St,Monday,9,11,35,10.0,10,10,88.24684010696737,16.790352000625603,164.70492971580018
2007510,4208000,Clinton Park,Stevenson St  -  Valencia St,Thursday,8,10,3,10.0,10,10,16.29979554960595,8.794890990826378,30.953508089697134
2007511,4208000,Clinton Park,Stevenson St  -  Valencia St,Thursday,6,8,3,10.0,10,10,16.29979554960595,8.794890990826378,30.953508089697134
2007512,4209000,Clinton Park,Valencia St  -  Guerrero St,Monday,8,10,35,10.0,10,10,57.89088494735245,8.891332817045221,94.18803792306221
2007513,4209000,Clinton Park,Valencia St  -  Guerrero St,Monday,8,10,35,10.0,10,10,57.89088494735245,8.891332817045221,94.18803792306221
2007514,4215000,Clipper St,Castro St  -  Diamond St,Tuesday,9,11,61,10.0,10,10,63.073840827907425,15.274334390645517,163.1160832854194
2007515,4215000,Clipper St,Castro St  -  Diamond St,Friday,9,11,31,10.0,10,10,28.33525314283578,8.684742457144411,77.57269639681809
2007516,4212000,Clipper St,Church St  -  Sanchez St,Tuesday,9,11,67,10.0,10,10,98.75713276404657,8.711877346173448,185.48766805720498
2007517,4212000,Clipper St,Church St  -  Sanchez St,Friday,9,11,89,10.0,10,10,61.68671279276766,9.070009702802404,158.93997692735064
2007518,4216000,Clipper St,Diamond St  -  Douglass St,Monday,12,14,26,10.0,10,10,39.72333564458579,9.38139912256815,91.40925521045146
2007519,4216000,Clipper St,Diamond St  -  Douglass St,Wednesday,12,14,27,10.0,10,10,50.681700762846084,8.775404697385838,87.53844208051059
2007520,4211000,Clipper St,Dolores St  -  Church St,Tuesday,9,11,30,10.0,10,10,46.87092640356317,17.118005341823586,94.70003539437748
2007521,4211000,Clipper St,Dolores St  -  Church St,Friday,9,11,19,10.0,10,10,63.78525172189797,42.85715016690833,99.7263174325578
2007522,4217000,Clipper St,Douglass St  -  Grand View Ave,Tuesday,12,14,28,10.0,10,10,39.621916678656646,8.66779720732211,95.37685870700751
2007523,4217000,Clipper St,Douglass St  -  Grand View Ave,Monday,12,14,49,10.0,10,10,86.57832440541804,9.269955201661913,171.56748510006955
2007524,4218000,Clipper St,Grand View Ave  -  High St,Tuesday,12,14,3,10.0,10,10,53.51618908191983,48.16702443009713,64.21451838556526
2007526,4219000,Clipper St,High St  -  Diamond Heights Blvd,Tuesday,12,14,3,10.0,10,10,97.87662390498652,10.786362650253961,141.42175453235282
2007528,4214000,Clipper St,Noe St  -  Castro St,Tuesday,9,11,63,10.0,10,10,115.99348696493361,9.01271376267221,189.7234976193605
2007529,4214000,Clipper St,Noe St  -  Castro St,Wednesday,6,8,73,10.0,10,10,52.04600503843309,9.017989339531212,96.10787321225078
2007530,4214000,Clipper St,Noe St  -  Castro St,Friday,9,11,64,10.0,10,10,110.21228390620392,8.984745961521416,189.71464216321488
2007531,4213000,Clipper St,Sanchez St  -  Noe St,Tuesday,9,11,80,10.0,10,10,65.52012037282032,8.644790200068883,190.40034275323296
2007532,4213000,Clipper St,Sanchez St  -  Noe St,Friday,9,11,96,10.0,10,10,88.65534049030596,8.644790200068883,190.36274655235786
2007535,4224000,Clover St,18th St  -  Caselli Ave,Friday,12,14,13,10.0,10,10,27.882198445141402,9.39850852944235,45.78388095930245
2007536,4224000,Clover St,18th St  -  Caselli Ave,Friday,12,14,13,10.0,10,10,27.882198445141402,9.39850852944235,45.78388095930245
2007537,4233000,Colby St,Olmstead St  -  Mansell St,Wednesday,12,15,4,10.0,10,10,27.819460707414386,9.01680735778758,44.95538909737727
2007538,4233000,Colby St,Olmstead St  -  Mansell St,Friday,12,15,11,10.0,10,10,38.53654557391153,8.553740573375055,68.00629817487524
2007539,4230000,Colby St,Silliman St  -  Felton St,Thursday,8,11,21,10.0,10,10,105.05557553128992,8.715148227706116,178.673386390035
2007540,4230000,Colby St,Silliman St  -  Felton St,Tuesday,8,11,15,10.0,10,10,88.390874337197,15.75744496266876,174.01782936663895
2007541,4229000,Colby St,Silver Ave  -  Silliman St,Thursday,8,11,23,10.0,10,10,62.53162691133795,8.715148227706116,130.11660610074665
2007542,4229000,Colby St,Silver Ave  -  Silliman St,Tuesday,8,11,15,10.0,10,10,57.48004520513203,15.75744496266876,110.57344159316467
2007543,4232000,Colby St,Start: 700-799 Block  -  Olmstead St,Friday,12,15,10,10.0,10,10,70.8981819292405,8.553740573375055,149.86092145716583
2007544,4232000,Colby St,Start: 700-799 Block  -  Olmstead St,Friday,12,15,10,10.0,10,10,70.8981819292405,8.553740573375055,149.86092145716583
2007545,4228000,Colby St,Sweeny St  -  Silver Ave,Thursday,8,11,22,10.0,10,10,46.05681092999108,12.740638088753167,76.72034738223073
2007546,4228000,Colby St,Sweeny St  -  Silver Ave,Tuesday,8,11,9,10.0,10,10,42.361208914990115,9.087866811259081,70.39547849621488
2007548,4231000,Colby St,Woolsey St  -  Dwight St,Friday,12,15,4,10.0,10,10,41.803562383457724,30.374722296792157,48.20085705584533
2007549,4248000,Cole St,17th St  -  Carmel St,Tuesday,8,10,57,10.0,10,10,58.39619262684352,8.78762925583475,155.4250719590769
2007550,4248000,Cole St,17th St  -  Carmel St,Wednesday,9,11,45,10.0,10,10,43.46314453400164,8.81520050174635,152.86729638779804
2007551,4246000,Cole St,Alma St  -  Rivoli St,Tuesday,8,10,50,10.0,10,10,66.2123696876393,8.841681544661842,176.3198581640553
2007552,4246000,Cole St,Alma St  -  Rivoli St,Wednesday,9,11,34,10.0,10,10,74.06405656821092,9.11990413444649,164.6918098467346
2007553,4241000,Cole St,Beulah St  -  Frederick St,Wednesday,8,10,104,10.0,10,10,68.8032047489067,9.00561667182348,180.7513177547431
