schedule_id,cnn,corridor,limits,weekday,scheduled_from_hour,scheduled_to_hour,citation_count,avg_citation_time,min_citation_time,max_citation_time,avg_distance_meters,min_distance_meters,max_distance_meters
2000130,182000,03rd St,Berry St  -  Channel St,Saturday,2,6,3,2.9500000000000006,2.9,2.9833333333333334,197.3361329620682,197.3361329620682,197.3361329620682
2000131,179000,03rd St,Brannan St  -  Townsend St,Monday,2,6,15,2.2166666666666663,2.0,2.9833333333333334,38.11396137652276,8.734954744245703,106.82291538569496
2000132,179000,03rd St,Brannan St  -  Townsend St,Monday,2,6,15,2.2166666666666663,2.0,2.9833333333333334,38.11396137652276,8.734954744245703,106.82291538569496
2000133,175000,03rd St,Bryant St  -  Taber Pl,Sunday,2,6,7,2.15,2.033333333333333,2.6166666666666667,91.80368410047994,21.65775730350121,182.07471297954487
2000134,175000,03rd St,Bryant St  -  Taber Pl,Sunday,2,6,7,2.15,2.033333333333333,2.6166666666666667,91.80368410047994,21.65775730350121,182.07471297954487
2000155,169000,03rd St,Clementina St  -  Folsom St,Saturday,2,6,27,2.171604938271605,2.05,2.95,58.91794401196388,11.559468608506842,195.82560637499273
2000156,169000,03rd St,Clementina St  -  Folsom St,Saturday,2,6,27,2.171604938271605,2.05,2.95,58.91794401196388,11.559468608506842,195.82560637499273
2000181,170000,03rd St,Folsom St  -  Saint Francis Pl,Saturday,2,6,26,2.1724358974358973,2.05,2.95,62.29640924748688,11.559468608506842,187.0868553683912
2000182,170000,03rd St,Folsom St  -  Saint Francis Pl,Saturday,2,6,26,2.1724358974358973,2.05,2.95,62.29640924748688,11.559468608506842,187.0868553683912
2000190,172000,03rd St,Harrison St  -  Perry St,Sunday,2,6,26,2.1884615384615387,2.05,2.95,130.50526980020817,12.538715094807374,183.4111873341754
