schedule_id,cnn,corridor,limits,weekday,scheduled_from_hour,scheduled_to_hour,citation_count,avg_citation_time,min_citation_time,max_citation_time,avg_distance_meters,min_distance_meters,max_distance_meters
2004667,2589000,Bacon St,Princeton St  -  Princeton St,Thursday,12,15,18,12.239814814814814,12.133333333333333,12.316666666666666,32.387415329340314,15.60206275948394,85.26866214423048
2004668,2589000,Bacon St,Princeton St  -  Princeton St,Tuesday,12,15,13,12.344871794871798,12.216666666666667,12.516666666666667,43.9686238854938,9.266076136429268,85.21153885557516
2004669,2580000,Bacon St,San Bruno Ave  -  Girard St,Friday,7,8,8,7.25625,7.15,7.316666666666666,25.87083461093657,8.84558275302089,44.46886285928589
2004670,2580000,Bacon St,San Bruno Ave  -  Girard St,Wednesday,7,8,14,7.26547619047619,7.2,7.333333333333333,35.42768171310023,8.945665393887909,46.06053342293634
2004671,2584000,Bacon St,Somerset St  -  Holyoke St,Thursday,8,11,16,9.739583333333334,9.183333333333334,10.2,52.11053424406003,11.685614818446588,165.49269746629355
2004672,2584000,Bacon St,Somerset St  -  Holyoke St,Tuesday,8,11,20,10.081666666666667,9.716666666666667,10.516666666666667,96.82573668613438,9.01611844394928,176.67178035744527
2004673,2588000,Bacon St,University St  -  Princeton St,Thursday,12,15,3,12.288888888888886,12.233333333333333,12.316666666666666,29.770021723874738,9.28368901434516,42.39229168698539
2004674,2588000,Bacon St,University St  -  Princeton St,Tuesday,12,15,8,12.327083333333333,12.216666666666667,12.483333333333333,24.066894462018745,8.907772979868236,43.06821640218754
2004675,2595000,Baden St,Circular Ave  -  Hearst Ave,Thursday,11,13,16,12.0125,11.866666666666667,12.333333333333334,18.57518268653855,6.683173405472982,45.450993859868994
2004676,2595000,Baden St,Circular Ave  -  Hearst Ave,Monday,11,13,22,11.815151515151515,11.766666666666667,11.866666666666667,28.237442232275495,6.42333360578071,68.66208638056732
2004677,2596000,Baden St,Hearst Ave  -  Monterey Blvd,Thursday,11,13,35,12.023333333333333,11.866666666666667,12.333333333333334,34.020716754508335,10.124760618369702,93.69650634747758
2004678,2596000,Baden St,Hearst Ave  -  Monterey Blvd,Monday,11,13,33,11.815656565656566,11.766666666666667,11.866666666666667,33.73874861924433,13.26991882452619,93.68116347411645
2004679,2598000,Baden St,Joost Ave  -  Mangels Ave,Thursday,11,13,31,12.023118279569895,11.866666666666667,12.333333333333334,84.73287871614316,8.998610811138438,173.88107523996
2004680,2598000,Baden St,Joost Ave  -  Mangels Ave,Monday,11,13,32,11.815625,11.766666666666667,11.866666666666667,104.6688629119821,9.02795904754985,166.11131954150324
2004681,2597000,Baden St,Monterey Blvd  -  Joost Ave,Thursday,11,13,31,12.023118279569895,11.866666666666667,12.333333333333334,35.272778369763294,8.998610811138438,87.00352720645091
2004682,2597000,Baden St,Monterey Blvd  -  Joost Ave,Monday,11,13,32,11.815625,11.766666666666667,11.866666666666667,43.04944679925349,9.02795904754985,79.25084696141101
2004683,2594000,Baden St,San Jose Ave  -  Circular Ave,Thursday,11,13,6,12.027777777777779,11.933333333333334,12.1,14.191925495967546,9.035588807096428,15.98540114865184
2004684,2594000,Baden St,San Jose Ave  -  Circular Ave,Monday,11,13,4,11.820833333333333,11.8,11.833333333333334,11.082965632007962,6.709372578877591,21.20696999076573
2004685,2601000,Badger St,Still St  -  Cayuga Ave,Wednesday,9,11,8,9.114583333333332,9.033333333333333,9.2,10.716127561650838,6.649717734539328,18.08698436489167
2004686,2601000,Badger St,Still St  -  Cayuga Ave,Monday,9,11,5,9.136666666666667,9.066666666666666,9.266666666666667,7.22413508416637,6.1210416589259,8.883249672063698
2004687,2602000,Badger St,Still St  -  Still St,Wednesday,9,11,8,9.114583333333332,9.033333333333333,9.2,57.686512535272044,9.23693530451967,81.89731279024093
2004688,2614000,Baker St,Anzavista Ave  -  Pinar Ln,Wednesday,9,11,71,11.464553990610325,9.633333333333333,12.416666666666666,104.23837310739603,6.201521518867446,165.28497012571452
2004689,2614000,Baker St,Anzavista Ave  -  Pinar Ln,Friday,9,11,132,11.170707070707072,9.35,12.55,101.83543085311753,6.496049617195552,158.9781714137289
2004690,2639000,Baker St,Bay St  -  Bay St,Monday,11,13,113,11.760176991150443,11.683333333333334,11.8,58.17981555127407,8.940617271148977,154.55202684527796
2004691,2640000,Baker St,Bay St  -  North Point St,Wednesday,6,8,215,6.623023255813954,6.333333333333333,6.95,77.85430044807978,9.029050277748846,199.968546314323
2004692,2640000,Baker St,Bay St  -  North Point St,Monday,11,13,113,11.760176991150443,11.683333333333334,11.8,66.08611927016557,8.980513841812586,196.1458174566264
2004693,2642000,Baker St,Beach St  -  Jefferson St,Wednesday,6,8,248,6.586559139784946,6.3,6.883333333333333,60.34514613157794,8.634817561027315,158.9634486316308
2004694,2642000,Baker St,Beach St  -  Jefferson St,Monday,11,13,119,11.7906162464986,11.75,12.083333333333334,65.1230609707228,8.756867161666602,156.74767206679604
2004695,2619000,Baker St,Bush St  -  Pine St,Monday,12,14,122,12.745081967213116,11.75,13.183333333333334,50.12418385543057,8.818461182773154,98.22951640191788
2004696,2619000,Baker St,Bush St  -  Pine St,Wednesday,12,14,92,12.633333333333333,6.533333333333333,13.0,42.88892497786905,8.818461182773154,98.22951640191788
2004697,2621000,Baker St,California St  -  Sacramento St,Monday,12,14,112,12.729315476190477,12.566666666666666,13.133333333333333,35.110216382321134,9.04496353164166,101.09596377905592
2004698,2621000,Baker St,California St  -  Sacramento St,Wednesday,12,14,118,12.74265536723164,12.616666666666667,13.083333333333334,41.658034740878605,8.570824166345153,101.10668714547116
2004699,2636000,Baker St,Chestnut St  -  Richardson Ave,Thursday,11,13,34,11.825000000000001,11.783333333333333,11.916666666666666,71.96903892014936,24.04970297153979,98.29177335494025
2004700,2636000,Baker St,Chestnut St  -  Richardson Ave,Monday,11,13,58,11.886494252873565,11.683333333333334,12.866666666666667,95.05644247249917,9.200520710280417,150.5978185337831
2004701,2623000,Baker St,Clay St  -  Washington St,Monday,12,14,121,12.704545454545455,12.55,13.1,42.15328557486619,8.866748783692785,93.14500596677148
2004702,2623000,Baker St,Clay St  -  Washington St,Wednesday,12,14,95,12.754385964912279,12.616666666666667,13.1,45.887381953634645,9.34136906042723,105.81621341381468
2004703,2607000,Baker St,Fell St  -  Hayes St,Friday,12,14,197,12.307021996615907,12.166666666666666,12.783333333333333,59.6672567836115,9.003557986678816,173.999849906223
2004704,2607000,Baker St,Fell St  -  Hayes St,Wednesday,12,14,210,12.178015873015873,12.083333333333334,12.783333333333333,72.39014532894122,8.818259583349057,175.91490599726984
2004705,2632000,Baker St,Filbert St  -  Miley St,Thursday,11,13,94,11.840248226950353,11.75,11.9,55.58648716894985,8.831159428178367,114.87888560776442
2004706,2632000,Baker St,Filbert St  -  Miley St,Monday,11,13,113,11.950737463126844,11.633333333333333,12.833333333333334,55.443280206992895,8.633915176691154,142.88049160919175
2004707,2638000,Baker St,Francisco St  -  Bay St,Wednesday,6,8,132,6.634974747474747,6.466666666666667,6.95,29.97230051168391,8.552758597149476,69.40233924033629
2004708,2638000,Baker St,Francisco St  -  Bay St,Monday,11,13,69,11.76594202898551,11.683333333333334,12.733333333333333,30.825450668990904,8.940617271148977,111.34655178645716
2004709,2610000,Baker St,Fulton St  -  McAllister St,Friday,12,14,335,12.195671641791046,12.083333333333334,12.633333333333333,57.86736885147429,8.708402098047438,184.56318099764337
2004710,2610000,Baker St,Fulton St  -  McAllister St,Wednesday,12,14,162,12.233333333333333,12.116666666666667,12.783333333333333,68.5590478169197,8.573653977327393,184.55009593908696
2004711,2616000,Baker St,Geary Blvd  -  Post St,Monday,12,14,123,12.782249322493227,12.616666666666667,13.233333333333333,30.440717814375745,8.785853681662928,66.75632878695806
2004712,2616000,Baker St,Geary Blvd  -  Post St,Wednesday,12,14,112,12.66235119047619,12.533333333333333,12.95,38.24939784605753,8.728492270796798,79.90573514225667
2004713,2612000,Baker St,Golden Gate Ave  -  Turk St,Friday,12,14,404,12.150041254125412,12.05,12.633333333333333,91.55762489870214,8.660779333867406,189.8395410735317
2004714,2612000,Baker St,Golden Gate Ave  -  Turk St,Wednesday,12,14,146,12.255707762557078,12.15,12.783333333333333,99.21951146464717,8.797201529134957,191.79233366921585
2004715,2630000,Baker St,Green St  -  Union St,Thursday,11,13,77,11.856277056277056,11.783333333333333,11.933333333333334,36.23496146862631,8.840749242279994,61.00292616678907
2004716,2630000,Baker St,Green St  -  Union St,Monday,11,13,67,11.927860696517412,11.633333333333333,12.033333333333333,35.520807915089655,9.202921871605405,61.00393248069916
2004717,2634000,Baker St,Greenwich St  -  Lombard St,Thursday,11,13,89,11.829213483146065,11.75,11.9,42.462741072004796,8.77718203181788,137.6844547714498
2004718,2634000,Baker St,Greenwich St  -  Lombard St,Monday,11,13,93,11.98010752688172,11.65,12.866666666666667,42.62847845477589,8.972329484517365,141.41596206746834
2004719,2609000,Baker St,Grove St  -  Fulton St,Friday,12,14,258,12.224677002583979,12.133333333333333,12.516666666666667,71.84963236240827,8.708402098047438,181.3454534957203
2004720,2609000,Baker St,Grove St  -  Fulton St,Wednesday,12,14,169,12.21854043392505,12.116666666666667,12.783333333333333,79.1649423405844,8.965166676278397,183.2960160735893
2004721,2604000,Baker St,Haight St  -  Page St,Friday,12,14,55,12.474545454545453,12.233333333333333,12.916666666666666,21.341707864826052,8.70040667528612,46.05485883761428
2004722,2604000,Baker St,Haight St  -  Page St,Wednesday,12,14,125,12.124800000000002,12.066666666666666,12.5,26.94035440343184,8.783216771972198,52.60599559175767
