schedule_id,cnn,corridor,limits,cnn_right_left,block_side,weekday,scheduled_from_hour,scheduled_to_hour,citation_count,avg_citation_time,min_citation_time,max_citation_time
2000305,182000,03rd St,Berry St  -  Channel St,L,NorthEast,Saturday,2,6,3,2.9500000000000006,2.9,2.9833333333333334
2000310,182000,03rd St,Berry St  -  Channel St,R,SouthWest,Saturday,2,6,3,2.9500000000000006,2.9,2.9833333333333334
2000317,179000,03rd St,Brannan St  -  Townsend St,L,NorthEast,Saturday,2,6,3,2.9500000000000006,2.9,2.9833333333333334
2000324,179000,03rd St,Brannan St  -  Townsend St,R,SouthWest,Saturday,2,6,3,2.9500000000000006,2.9,2.9833333333333334
2000425,169000,03rd St,Clementina St  -  Folsom St,L,NorthEast,Saturday,2,6,5,2.4866666666666664,2.05,2.95
2000432,169000,03rd St,Clementina St  -  Folsom St,R,SouthWest,Saturday,2,6,5,2.4866666666666664,2.05,2.95
2000530,170000,03rd St,Folsom St  -  Saint Francis Pl,L,NorthEast,Saturday,2,6,5,2.4866666666666664,2.05,2.95
2000537,170000,03rd St,Folsom St  -  Saint Francis Pl,R,SouthWest,Saturday,2,6,5,2.4866666666666664,2.05,2.95
2000567,172000,03rd St,Harrison St  -  Perry St,L,NorthEast,Saturday,2,6,6,2.5083333333333333,2.05,2.95
2000574,172000,03rd St,Harrison St  -  Perry St,R,SouthWest,Saturday,2,6,6,2.5083333333333333,2.05,2.95
2000674,181000,03rd St,King St  -  Berry St,L,NorthEast,Saturday,2,6,3,2.9500000000000006,2.9,2.9833333333333334
2000681,181000,03rd St,King St  -  Berry St,R,SouthWest,Saturday,2,6,3,2.9500000000000006,2.9,2.9833333333333334
2000900,173000,03rd St,Perry St  -  Stillman St,L,NorthEast,Saturday,2,6,4,2.4208333333333334,2.05,2.95
2000907,173000,03rd St,Perry St  -  Stillman St,R,SouthWest,Saturday,2,6,4,2.4208333333333334,2.05,2.95
2000949,171000,03rd St,Saint Francis Pl  -  Harrison St,L,NorthEast,Saturday,2,6,5,2.4866666666666664,2.05,2.95
2000956,171000,03rd St,Saint Francis Pl  -  Harrison St,R,SouthWest,Saturday,2,6,5,2.4866666666666664,2.05,2.95
2001107,180000,03rd St,Townsend St  -  King St,L,NorthEast,Saturday,2,6,3,2.9500000000000006,2.9,2.9833333333333334
2001114,180000,03rd St,Townsend St  -  King St,R,SouthWest,Saturday,2,6,3,2.9500000000000006,2.9,2.9833333333333334
2001338,283000,05th Ave,Cabrillo St  -  Fulton St,L,East,Thursday,8,10,4,8.645833333333334,8.6,8.733333333333333
2001484,317000,06th Ave,Geary Blvd  -  Anza St,L,East,Monday,7,9,4,7.420833333333333,7.183333333333334,7.566666666666666
2001537,334000,06th St,Clementina St  -  Folsom St,L,NorthEast,Wednesday,4,6,3,4.188888888888889,4.15,4.25
2001538,334000,06th St,Clementina St  -  Folsom St,L,NorthEast,Thursday,4,6,3,4.144444444444445,4.133333333333334,4.15
2001544,334000,06th St,Clementina St  -  Folsom St,R,SouthWest,Wednesday,4,6,3,4.188888888888889,4.15,4.25
2001545,334000,06th St,Clementina St  -  Folsom St,R,SouthWest,Thursday,4,6,3,4.144444444444445,4.133333333333334,4.15
2001575,332000,06th St,Howard St  -  Tehama St,L,NorthEast,Wednesday,4,6,6,4.180555555555556,4.116666666666666,4.25
2001576,332000,06th St,Howard St  -  Tehama St,L,NorthEast,Thursday,4,6,6,4.147222222222222,4.133333333333334,4.166666666666667
2001582,332000,06th St,Howard St  -  Tehama St,R,SouthWest,Wednesday,4,6,6,4.180555555555556,4.116666666666666,4.25
2001583,332000,06th St,Howard St  -  Tehama St,R,SouthWest,Thursday,4,6,6,4.147222222222222,4.133333333333334,4.166666666666667
2001587,328000,06th St,Jessie St  -  Mission St,L,NorthEast,Monday,4,6,3,4.177777777777778,4.166666666666667,4.183333333333334
2001589,328000,06th St,Jessie St  -  Mission St,L,NorthEast,Wednesday,4,6,6,4.161111111111112,4.116666666666666,4.216666666666667
2001590,328000,06th St,Jessie St  -  Mission St,L,NorthEast,Thursday,4,6,6,4.127777777777778,4.083333333333333,4.166666666666667
2001594,328000,06th St,Jessie St  -  Mission St,R,SouthWest,Monday,4,6,3,4.177777777777778,4.166666666666667,4.183333333333334
2001596,328000,06th St,Jessie St  -  Mission St,R,SouthWest,Wednesday,4,6,6,4.161111111111112,4.116666666666666,4.216666666666667
2001597,328000,06th St,Jessie St  -  Mission St,R,SouthWest,Thursday,4,6,6,4.127777777777778,4.083333333333333,4.166666666666667
2001603,326000,06th St,Market St  -  Stevenson St,L,NorthEast,Wednesday,4,6,3,4.150000000000001,4.133333333333334,4.166666666666667
2001604,326000,06th St,Market St  -  Stevenson St,L,NorthEast,Thursday,4,6,3,4.105555555555555,4.083333333333333,4.133333333333334
2001610,326000,06th St,Market St  -  Stevenson St,R,SouthWest,Wednesday,4,6,3,4.150000000000001,4.133333333333334,4.166666666666667
2001611,326000,06th St,Market St  -  Stevenson St,R,SouthWest,Thursday,4,6,3,4.105555555555555,4.083333333333333,4.133333333333334
2001615,330000,06th St,Minna St  -  Natoma St,L,NorthEast,Monday,4,6,3,4.177777777777778,4.166666666666667,4.183333333333334
2001617,330000,06th St,Minna St  -  Natoma St,L,NorthEast,Wednesday,4,6,7,4.161904761904763,4.116666666666666,4.216666666666667
2001618,330000,06th St,Minna St  -  Natoma St,L,NorthEast,Thursday,4,6,8,4.1312500000000005,4.083333333333333,4.166666666666667
2001622,330000,06th St,Minna St  -  Natoma St,R,SouthWest,Monday,4,6,3,4.177777777777778,4.166666666666667,4.183333333333334
2001624,330000,06th St,Minna St  -  Natoma St,R,SouthWest,Wednesday,4,6,7,4.161904761904763,4.116666666666666,4.216666666666667
2001625,330000,06th St,Minna St  -  Natoma St,R,SouthWest,Thursday,4,6,8,4.1312500000000005,4.083333333333333,4.166666666666667
2001629,329000,06th St,Mission St  -  Minna St,L,NorthEast,Monday,4,6,3,4.177777777777778,4.166666666666667,4.183333333333334
2001631,329000,06th St,Mission St  -  Minna St,L,NorthEast,Wednesday,4,6,7,4.161904761904763,4.116666666666666,4.216666666666667
2001632,329000,06th St,Mission St  -  Minna St,L,NorthEast,Thursday,4,6,8,4.1312500000000005,4.083333333333333,4.166666666666667
2001636,329000,06th St,Mission St  -  Minna St,R,SouthWest,Monday,4,6,3,4.177777777777778,4.166666666666667,4.183333333333334
2001638,329000,06th St,Mission St  -  Minna St,R,SouthWest,Wednesday,4,6,7,4.161904761904763,4.116666666666666,4.216666666666667
2001639,329000,06th St,Mission St  -  Minna St,R,SouthWest,Thursday,4,6,8,4.1312500000000005,4.083333333333333,4.166666666666667
2001645,331000,06th St,Natoma St  -  Howard St,L,NorthEast,Wednesday,4,6,6,4.180555555555556,4.116666666666666,4.25
2001646,331000,06th St,Natoma St  -  Howard St,L,NorthEast,Thursday,4,6,6,4.147222222222222,4.133333333333334,4.166666666666667
2001652,331000,06th St,Natoma St  -  Howard St,R,SouthWest,Wednesday,4,6,6,4.180555555555556,4.116666666666666,4.25
2001653,331000,06th St,Natoma St  -  Howard St,R,SouthWest,Thursday,4,6,6,4.147222222222222,4.133333333333334,4.166666666666667
2001671,327000,06th St,Stevenson St  -  Jessie St,L,NorthEast,Monday,4,6,3,4.177777777777778,4.166666666666667,4.183333333333334
2001673,327000,06th St,Stevenson St  -  Jessie St,L,NorthEast,Wednesday,4,6,6,4.161111111111112,4.116666666666666,4.216666666666667
2001674,327000,06th St,Stevenson St  -  Jessie St,L,NorthEast,Thursday,4,6,6,4.127777777777778,4.083333333333333,4.166666666666667
2001678,327000,06th St,Stevenson St  -  Jessie St,R,SouthWest,Monday,4,6,3,4.177777777777778,4.166666666666667,4.183333333333334
2001680,327000,06th St,Stevenson St  -  Jessie St,R,SouthWest,Wednesday,4,6,6,4.161111111111112,4.116666666666666,4.216666666666667
2001681,327000,06th St,Stevenson St  -  Jessie St,R,SouthWest,Thursday,4,6,6,4.127777777777778,4.083333333333333,4.166666666666667
2001687,333000,06th St,Tehama St  -  Clementina St,L,NorthEast,Wednesday,4,6,3,4.188888888888889,4.15,4.25
2001688,333000,06th St,Tehama St  -  Clementina St,L,NorthEast,Thursday,4,6,3,4.144444444444445,4.133333333333334,4.15
2001694,333000,06th St,Tehama St  -  Clementina St,R,SouthWest,Wednesday,4,6,3,4.188888888888889,4.15,4.25
2001695,333000,06th St,Tehama St  -  Clementina St,R,SouthWest,Thursday,4,6,3,4.144444444444445,4.133333333333334,4.15
2001813,369000,07th St,Minna St  -  Natoma St,R,SouthWest,Monday,0,2,5,0.4666666666666666,0.3333333333333333,0.5666666666666667
2001815,369000,07th St,Minna St  -  Natoma St,R,SouthWest,Friday,0,2,4,0.37916666666666665,0.26666666666666666,0.45
2001818,368000,07th St,Mission St  -  Minna St,R,SouthWest,Monday,0,2,5,0.4666666666666666,0.3333333333333333,0.5666666666666667
2001820,368000,07th St,Mission St  -  Minna St,R,SouthWest,Friday,0,2,4,0.37916666666666665,0.26666666666666666,0.45
2001823,370000,07th St,Natoma St  -  Howard St,R,SouthWest,Monday,0,2,5,0.4666666666666666,0.3333333333333333,0.5666666666666667
2001825,370000,07th St,Natoma St  -  Howard St,R,SouthWest,Friday,0,2,4,0.37916666666666665,0.26666666666666666,0.45
2001933,407000,08th St,Minna St  -  Natoma St,R,SouthWest,Monday,0,2,3,0.6111111111111112,0.5166666666666667,0.6833333333333333
2001934,407000,08th St,Minna St  -  Natoma St,R,SouthWest,Wednesday,0,2,5,0.5133333333333334,0.38333333333333336,0.6333333333333333
2001938,406000,08th St,Mission St  -  Minna St,R,SouthWest,Monday,0,2,3,0.6111111111111112,0.5166666666666667,0.6833333333333333
2001939,406000,08th St,Mission St  -  Minna St,R,SouthWest,Wednesday,0,2,5,0.5133333333333334,0.38333333333333336,0.6333333333333333
2001943,408000,08th St,Natoma St  -  Howard St,R,SouthWest,Monday,0,2,3,0.6111111111111112,0.5166666666666667,0.6833333333333333
2001944,408000,08th St,Natoma St  -  Howard St,R,SouthWest,Wednesday,0,2,5,0.5133333333333334,0.38333333333333336,0.6333333333333333
2001956,405000,08th St,Stevenson St  -  Mission St,R,SouthWest,Monday,0,2,3,0.6111111111111112,0.5166666666666667,0.6833333333333333
2001957,405000,08th St,Stevenson St  -  Mission St,R,SouthWest,Wednesday,0,2,5,0.5133333333333334,0.38333333333333336,0.6333333333333333
2001980,424000,09th Ave,California St  -  Clement St,L,East,Thursday,7,9,3,7.427777777777777,7.4,7.466666666666667
2001982,425000,09th Ave,Clement St  -  Geary Blvd,L,East,Thursday,7,9,4,7.429166666666667,7.383333333333334,7.516666666666667
2001984,426000,09th Ave,Geary Blvd  -  Anza St,L,East,Thursday,7,9,3,7.477777777777778,7.383333333333334,7.533333333333333
2002047,453000,09th St,Clementina St  -  Folsom St,R,SouthWest,Friday,0,6,5,1.346666666666667,0.9666666666666667,1.8666666666666667
2002076,451000,09th St,Howard St  -  Tehama St,R,SouthWest,Wednesday,0,6,5,1.3166666666666669,1.1333333333333333,1.4666666666666668
2002077,451000,09th St,Howard St  -  Tehama St,R,SouthWest,Friday,0,6,4,1.2666666666666666,1.0333333333333334,1.8666666666666667
2002085,447000,09th St,Jessie St  -  Mission St,R,SouthWest,Monday,0,6,4,0.9916666666666667,0.9,1.1166666666666667
2002086,447000,09th St,Jessie St  -  Mission St,R,SouthWest,Wednesday,0,6,3,1.1666666666666667,0.8333333333333334,1.5
2002087,447000,09th St,Jessie St  -  Mission St,R,SouthWest,Friday,0,6,3,1.6555555555555557,1.05,1.9666666666666668
2002115,449000,09th St,Minna St  -  Natoma St,R,SouthWest,Monday,0,6,5,1.0066666666666666,0.9,1.1166666666666667
2002116,449000,09th St,Minna St  -  Natoma St,R,SouthWest,Wednesday,0,6,6,1.2138888888888888,0.8333333333333334,1.5
2002117,449000,09th St,Minna St  -  Natoma St,R,SouthWest,Friday,0,6,3,1.6555555555555557,1.05,1.9666666666666668
2002125,448000,09th St,Mission St  -  Minna St,R,SouthWest,Monday,0,6,5,1.0066666666666666,0.9,1.1166666666666667
2002126,448000,09th St,Mission St  -  Minna St,R,SouthWest,Wednesday,0,6,6,1.2138888888888888,0.8333333333333334,1.5
2002127,448000,09th St,Mission St  -  Minna St,R,SouthWest,Friday,0,6,3,1.6555555555555557,1.05,1.9666666666666668
2002135,450000,09th St,Natoma St  -  Howard St,R,SouthWest,Monday,0,6,5,1.0066666666666666,0.9,1.1166666666666667
2002136,450000,09th St,Natoma St  -  Howard St,R,SouthWest,Wednesday,0,6,8,1.2604166666666665,0.8333333333333334,1.5
2002137,450000,09th St,Natoma St  -  Howard St,R,SouthWest,Friday,0,6,4,1.4958333333333336,1.05,1.95
2002166,452000,09th St,Tehama St  -  Clementina St,R,SouthWest,Wednesday,0,6,5,1.3166666666666669,1.1333333333333333,1.4666666666666668
2002167,452000,09th St,Tehama St  -  Clementina St,R,SouthWest,Friday,0,6,5,1.346666666666667,0.9666666666666667,1.8666666666666667
2002170,466000,10th Ave,Anza St  -  Balboa St,L,East,Monday,8,10,32,8.627604166666666,8.45,8.833333333333334
2002171,466000,10th Ave,Anza St  -  Balboa St,R,West,Wednesday,8,10,49,8.560204081632653,8.366666666666667,8.666666666666666
2002172,467000,10th Ave,Balboa St  -  Cabrillo St,L,East,Monday,8,10,59,8.611864406779661,8.45,8.716666666666667
2002173,467000,10th Ave,Balboa St  -  Cabrillo St,R,West,Wednesday,8,10,56,8.572023809523811,8.4,8.683333333333334
2002174,468000,10th Ave,Cabrillo St  -  Fulton St,L,East,Monday,8,10,65,8.600512820512822,8.45,8.716666666666667
2002175,468000,10th Ave,Cabrillo St  -  Fulton St,R,West,Wednesday,8,10,73,8.583333333333334,8.416666666666666,8.683333333333334
2002176,463000,10th Ave,California St  -  Clement St,L,East,Monday,7,9,57,7.339473684210526,7.25,7.533333333333333
2002177,463000,10th Ave,California St  -  Clement St,R,West,Wednesday,7,9,49,7.5758503401360535,7.416666666666667,7.816666666666666
2002178,464000,10th Ave,Clement St  -  Geary Blvd,L,East,Monday,7,9,68,7.3313725490196076,7.233333333333333,7.533333333333333
2002179,464000,10th Ave,Clement St  -  Geary Blvd,R,West,Wednesday,7,9,47,7.613475177304964,7.45,8.383333333333333
2002180,465000,10th Ave,Geary Blvd  -  Anza St,L,East,Monday,7,9,39,7.388888888888889,7.233333333333333,7.616666666666667
2002181,465000,10th Ave,Geary Blvd  -  Anza St,R,West,Wednesday,8,10,43,8.556201550387597,8.383333333333333,8.666666666666666
2002182,471000,10th Ave,Irving St  -  Judah St,L,East,Wednesday,8,10,45,8.758518518518517,8.55,8.983333333333333
2002183,471000,10th Ave,Irving St  -  Judah St,R,West,Monday,8,10,54,8.691049382716049,8.566666666666666,8.85
2002184,472000,10th Ave,Judah St  -  Kirkham St,L,East,Wednesday,8,10,39,8.770085470085471,8.533333333333333,8.966666666666667
2002185,472000,10th Ave,Judah St  -  Kirkham St,R,West,Monday,8,10,34,8.727450980392158,8.583333333333334,8.883333333333333
2002186,473000,10th Ave,Kirkham St  -  Lawton St,L,East,Friday,8,10,58,8.76235632183908,8.483333333333333,8.983333333333333
2002187,473000,10th Ave,Kirkham St  -  Lawton St,R,West,Tuesday,8,10,31,8.568279569892473,8.483333333333333,8.75
2002188,462000,10th Ave,Lake St  -  California St,L,East,Monday,9,11,68,9.545588235294119,9.366666666666667,9.75
2002189,462000,10th Ave,Lake St  -  California St,R,West,Wednesday,9,11,38,9.610087719298246,9.4,9.75
2002190,474000,10th Ave,Lawton St  -  Moraga St,L,East,Friday,8,10,46,8.7018115942029,8.483333333333333,8.966666666666667
2002191,474000,10th Ave,Lawton St  -  Moraga St,R,West,Tuesday,8,10,37,8.591891891891892,8.5,9.416666666666666
2002192,470000,10th Ave,Lincoln Way  -  Irving St,L,East,Wednesday,8,10,14,8.746428571428572,8.566666666666666,8.95
2002193,470000,10th Ave,Lincoln Way  -  Irving St,R,West,Monday,8,10,25,8.682666666666666,8.566666666666666,8.816666666666666
2002194,475000,10th Ave,Moraga St  -  Noriega St,L,East,Friday,8,10,60,8.719722222222222,8.516666666666667,8.95
2002195,475000,10th Ave,Moraga St  -  Noriega St,R,West,Tuesday,8,10,41,8.63211382113821,8.466666666666667,9.433333333333334
2002196,476000,10th Ave,Noriega St  -  Ortega St,L,East,Friday,8,10,51,8.716666666666665,8.466666666666667,8.933333333333334
2002197,476000,10th Ave,Noriega St  -  Ortega St,R,West,Tuesday,8,10,49,8.63231292517007,8.483333333333333,9.433333333333334
2002198,477000,10th Ave,Ortega St  -  Pacheco St,L,East,Friday,8,10,37,8.713963963963963,8.45,8.933333333333334
2002199,477000,10th Ave,Ortega St  -  Pacheco St,R,West,Tuesday,8,10,31,8.61236559139785,8.5,8.816666666666666
2002200,478000,10th Ave,Pacheco St  -  Quintara St,L,East,Friday,8,10,17,8.670588235294117,8.45,8.9
2002201,478000,10th Ave,Pacheco St  -  Quintara St,R,West,Tuesday,8,10,18,8.65925925925926,8.5,8.816666666666666
2002202,479000,10th Ave,Quintara St  -  Mendosa Ave,L,East,Friday,8,10,11,8.596969696969696,8.483333333333333,8.8
2002203,479000,10th Ave,Quintara St  -  Mendosa Ave,R,West,Tuesday,8,10,16,8.635416666666666,8.5,8.833333333333334
2002204,461000,10th Ave,Start: 01-99 Block  -  Lake St,L,East,Monday,9,11,32,9.530208333333334,9.366666666666667,9.75
2002205,461000,10th Ave,Start: 01-99 Block  -  Lake St,R,West,Monday,9,11,32,9.530208333333334,9.366666666666667,9.75
2002206,491000,10th St,Bryant St  -  Potrero Ave,L,NorthEast,Tuesday,0,6,16,1.5364583333333335,0.13333333333333333,4.533333333333333
2002207,491000,10th St,Bryant St  -  Potrero Ave,L,NorthEast,Thursday,0,6,13,2.4974358974358974,0.2,4.616666666666667
2002208,491000,10th St,Bryant St  -  Potrero Ave,L,NorthEast,Monday,2,6,4,4.229166666666666,4.133333333333334,4.283333333333333
2002209,491000,10th St,Bryant St  -  Potrero Ave,L,NorthEast,Wednesday,2,6,3,4.344444444444444,4.2,4.5
2002211,491000,10th St,Bryant St  -  Potrero Ave,R,SouthWest,Monday,0,6,7,2.526190476190476,0.21666666666666667,4.283333333333333
2002212,491000,10th St,Bryant St  -  Potrero Ave,R,SouthWest,Wednesday,0,6,3,4.344444444444444,4.2,4.5
2002213,491000,10th St,Bryant St  -  Potrero Ave,R,SouthWest,Friday,0,6,4,2.2375,0.2,4.283333333333333
2002214,491000,10th St,Bryant St  -  Potrero Ave,R,SouthWest,Tuesday,2,6,5,4.3999999999999995,4.2,4.533333333333333
2002215,491000,10th St,Bryant St  -  Potrero Ave,R,SouthWest,Thursday,2,6,7,4.445238095238095,4.266666666666667,4.616666666666667
2002216,488000,10th St,Folsom St  -  Sheridan St,L,NorthEast,Monday,2,6,9,4.222222222222222,4.066666666666666,4.65
2002217,488000,10th St,Folsom St  -  Sheridan St,L,NorthEast,Wednesday,2,6,4,4.2,4.116666666666666,4.3
2002218,488000,10th St,Folsom St  -  Sheridan St,L,NorthEast,Friday,2,6,10,4.291666666666667,4.183333333333334,4.4
2002219,488000,10th St,Folsom St  -  Sheridan St,L,NorthEast,Tuesday,4,6,14,4.3083333333333345,4.1,4.45
2002220,488000,10th St,Folsom St  -  Sheridan St,L,NorthEast,Thursday,4,6,15,4.354444444444444,4.116666666666666,4.55
2002221,488000,10th St,Folsom St  -  Sheridan St,R,SouthWest,Tuesday,2,6,14,4.3083333333333345,4.1,4.45
2002222,488000,10th St,Folsom St  -  Sheridan St,R,SouthWest,Thursday,2,6,16,4.209375,2.033333333333333,4.55
2002223,488000,10th St,Folsom St  -  Sheridan St,R,SouthWest,Monday,4,6,9,4.222222222222222,4.066666666666666,4.65
2002224,488000,10th St,Folsom St  -  Sheridan St,R,SouthWest,Wednesday,4,6,4,4.2,4.116666666666666,4.3
2002225,488000,10th St,Folsom St  -  Sheridan St,R,SouthWest,Friday,4,6,10,4.291666666666667,4.183333333333334,4.4
2002226,490000,10th St,Harrison St  -  Bryant St,L,NorthEast,Monday,2,6,12,4.2250000000000005,4.066666666666666,4.65
2002227,490000,10th St,Harrison St  -  Bryant St,L,NorthEast,Wednesday,2,6,5,4.263333333333334,4.116666666666666,4.5
2002228,490000,10th St,Harrison St  -  Bryant St,L,NorthEast,Friday,2,6,11,4.295454545454546,4.183333333333334,4.4
2002229,490000,10th St,Harrison St  -  Bryant St,L,NorthEast,Tuesday,4,6,14,4.346428571428572,4.166666666666667,4.533333333333333
2002230,490000,10th St,Harrison St  -  Bryant St,L,NorthEast,Thursday,4,6,16,4.393750000000001,4.15,4.616666666666667
2002231,490000,10th St,Harrison St  -  Bryant St,R,SouthWest,Tuesday,2,6,14,4.346428571428572,4.166666666666667,4.533333333333333
2002232,490000,10th St,Harrison St  -  Bryant St,R,SouthWest,Thursday,2,6,16,4.393750000000001,4.15,4.616666666666667
2002233,490000,10th St,Harrison St  -  Bryant St,R,SouthWest,Monday,4,6,12,4.2250000000000005,4.066666666666666,4.65
2002234,490000,10th St,Harrison St  -  Bryant St,R,SouthWest,Wednesday,4,6,5,4.263333333333334,4.116666666666666,4.5
2002235,490000,10th St,Harrison St  -  Bryant St,R,SouthWest,Friday,4,6,11,4.295454545454546,4.183333333333334,4.4
2002236,487000,10th St,Howard St  -  Folsom St,L,NorthEast,Tuesday,0,6,108,0.9802469135802468,0.5666666666666667,4.45
2002237,487000,10th St,Howard St  -  Folsom St,L,NorthEast,Thursday,0,6,82,1.1569105691056911,0.75,4.4
2002241,487000,10th St,Howard St  -  Folsom St,R,SouthWest,Monday,0,6,43,0.9860465116279068,0.5166666666666667,1.3166666666666667
2002242,487000,10th St,Howard St  -  Folsom St,R,SouthWest,Wednesday,0,6,32,1.0791666666666666,0.5666666666666667,4.233333333333333
2002243,487000,10th St,Howard St  -  Folsom St,R,SouthWest,Friday,0,6,56,1.0327380952380953,0.7833333333333333,1.7
2002244,487000,10th St,Howard St  -  Folsom St,R,SouthWest,Tuesday,2,6,6,4.372222222222222,4.233333333333333,4.45
2002245,487000,10th St,Howard St  -  Folsom St,R,SouthWest,Thursday,2,6,3,3.516666666666667,2.033333333333333,4.4
2002246,482000,10th St,Jessie St  -  Jessie St,L,NorthEast,Tuesday,0,6,38,1.0486842105263159,0.6,4.416666666666667
2002247,482000,10th St,Jessie St  -  Jessie St,L,NorthEast,Thursday,0,6,57,1.070175438596491,0.7166666666666667,1.95
2002251,482000,10th St,Jessie St  -  Jessie St,R,SouthWest,Monday,0,6,73,1.0253424657534247,0.75,1.4
2002252,482000,10th St,Jessie St  -  Jessie St,R,SouthWest,Wednesday,0,6,79,0.8881856540084385,0.5333333333333333,4.216666666666667
2002253,482000,10th St,Jessie St  -  Jessie St,R,SouthWest,Friday,0,6,105,1.0157142857142856,0.7666666666666667,2.9333333333333336
2002254,482000,10th St,Jessie St  -  Jessie St,R,SouthWest,Tuesday,2,6,3,4.3500000000000005,4.233333333333333,4.416666666666667
2002256,483000,10th St,Jessie St  -  Mission St,L,NorthEast,Tuesday,0,6,38,1.0486842105263159,0.6,4.416666666666667
2002257,483000,10th St,Jessie St  -  Mission St,L,NorthEast,Thursday,0,6,57,1.070175438596491,0.7166666666666667,1.95
2002261,483000,10th St,Jessie St  -  Mission St,R,SouthWest,Monday,0,6,73,1.0253424657534247,0.75,1.4
2002262,483000,10th St,Jessie St  -  Mission St,R,SouthWest,Wednesday,0,6,79,0.8881856540084385,0.5333333333333333,4.216666666666667
2002263,483000,10th St,Jessie St  -  Mission St,R,SouthWest,Friday,0,6,105,1.0157142857142856,0.7666666666666667,2.9333333333333336
2002264,483000,10th St,Jessie St  -  Mission St,R,SouthWest,Tuesday,2,6,3,4.3500000000000005,4.233333333333333,4.416666666666667
2002266,480000,10th St,Market St  -  Stevenson St,L,NorthEast,Tuesday,0,6,20,0.7516666666666666,0.6,0.9666666666666667
2002267,480000,10th St,Market St  -  Stevenson St,L,NorthEast,Thursday,0,6,41,1.0686991869918698,0.7166666666666667,1.95
2002271,480000,10th St,Market St  -  Stevenson St,R,SouthWest,Monday,0,6,51,1.0215686274509803,0.75,1.4
2002272,480000,10th St,Market St  -  Stevenson St,R,SouthWest,Wednesday,0,6,62,0.8370967741935486,0.5333333333333333,1.1833333333333333
2002273,480000,10th St,Market St  -  Stevenson St,R,SouthWest,Friday,0,6,79,1.0303797468354432,0.7666666666666667,2.9333333333333336
2002276,485000,10th St,Minna St  -  Natoma St,L,NorthEast,Tuesday,0,6,44,1.0238636363636362,0.6166666666666667,4.416666666666667
2002277,485000,10th St,Minna St  -  Natoma St,L,NorthEast,Thursday,0,6,43,1.0740310077519382,0.75,1.9833333333333334
2002281,485000,10th St,Minna St  -  Natoma St,R,SouthWest,Monday,0,6,41,1.0223577235772356,0.7833333333333333,1.3166666666666667
2002282,485000,10th St,Minna St  -  Natoma St,R,SouthWest,Wednesday,0,6,33,1.0717171717171716,0.5666666666666667,4.233333333333333
2002283,485000,10th St,Minna St  -  Natoma St,R,SouthWest,Friday,0,6,45,1.0111111111111108,0.7833333333333333,1.6666666666666665
2002284,485000,10th St,Minna St  -  Natoma St,R,SouthWest,Tuesday,2,6,3,4.3500000000000005,4.233333333333333,4.416666666666667
2002286,484000,10th St,Mission St  -  Minna St,L,NorthEast,Tuesday,0,6,45,1.005185185185185,0.6,4.416666666666667
2002287,484000,10th St,Mission St  -  Minna St,L,NorthEast,Thursday,0,6,67,1.0781094527363184,0.7166666666666667,1.9833333333333334
2002291,484000,10th St,Mission St  -  Minna St,R,SouthWest,Monday,0,6,84,1.0162698412698414,0.75,1.4
2002292,484000,10th St,Mission St  -  Minna St,R,SouthWest,Wednesday,0,6,89,0.9294007490636703,0.5333333333333333,4.233333333333333
2002293,484000,10th St,Mission St  -  Minna St,R,SouthWest,Friday,0,6,116,1.0235632183908046,0.7666666666666667,2.9333333333333336
2002294,484000,10th St,Mission St  -  Minna St,R,SouthWest,Tuesday,2,6,3,4.3500000000000005,4.233333333333333,4.416666666666667
2002296,486000,10th St,Natoma St  -  Howard St,L,NorthEast,Tuesday,0,6,57,0.9666666666666667,0.6166666666666667,4.416666666666667
2002297,486000,10th St,Natoma St  -  Howard St,L,NorthEast,Thursday,0,6,53,1.0676100628930818,0.75,1.9833333333333334
2002301,486000,10th St,Natoma St  -  Howard St,R,SouthWest,Monday,0,6,44,1.002651515151515,0.6666666666666666,1.3166666666666667
2002302,486000,10th St,Natoma St  -  Howard St,R,SouthWest,Wednesday,0,6,34,1.0602941176470588,0.5666666666666667,4.233333333333333
2002303,486000,10th St,Natoma St  -  Howard St,R,SouthWest,Friday,0,6,54,1.0246913580246912,0.7833333333333333,1.6833333333333333
2002304,486000,10th St,Natoma St  -  Howard St,R,SouthWest,Tuesday,2,6,3,4.3500000000000005,4.233333333333333,4.416666666666667
2002306,489000,10th St,Sheridan St  -  Harrison St,L,NorthEast,Monday,2,6,11,4.21969696969697,4.066666666666666,4.65
2002307,489000,10th St,Sheridan St  -  Harrison St,L,NorthEast,Wednesday,2,6,4,4.2,4.116666666666666,4.3
2002308,489000,10th St,Sheridan St  -  Harrison St,L,NorthEast,Friday,2,6,11,4.28939393939394,4.183333333333334,4.4
2002309,489000,10th St,Sheridan St  -  Harrison St,L,NorthEast,Tuesday,4,6,15,4.301111111111111,4.1,4.45
2002310,489000,10th St,Sheridan St  -  Harrison St,L,NorthEast,Thursday,4,6,19,4.356140350877193,4.116666666666666,4.55
2002311,489000,10th St,Sheridan St  -  Harrison St,R,SouthWest,Tuesday,2,6,15,4.301111111111111,4.1,4.45
2002312,489000,10th St,Sheridan St  -  Harrison St,R,SouthWest,Thursday,2,6,19,4.356140350877193,4.116666666666666,4.55
